raca,sexo,faixaEtaria,CO_MUNICIPIO_ESC,depAdminEsc,TP_ESCOLA,educMae,ocupPai,pessoasResid,rendFam,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_REDACAO,raca2,tpEscola,media,rendFamP
Branca,F,< 23,,,1,9,G3,4,3300,504.2,509.8,465.7,408.7,600,Branca,,472.1,825
Branca,M,< 23,,,2,9,G3,2,1100,476.4,423.7,506.8,438.5,480,Branca,Publica,461.35,550
ND,M,< 23,,,1,12,G2,2,3300,,,,,,,,,1650
Branca,M,< 23,3505708,Privada,3,16,G5,3,11000,683.9,503.4,573.3,571.3,680,Branca,Privada,582.975,3666.66666666667
Parda,M,< 23,,,1,12,NS,3,6600,,,,,,PPI,,,2200
Branca,F,< 23,,,2,12,G3,3,1650,531.5,425.8,502.4,475,580,Branca,Publica,483.675,550
Preta,M,< 23,,,1,12,G3,5,4400,,,,,,PPI,,,880
Branca,M,> 50,,,1,12,G2,3,1650,484,423.3,453.9,368,460,Branca,,432.3,550
Branca,M,< 23,,,1,16,G5,3,7700,623.6,483.6,586.9,524.2,600,Branca,,554.575,2566.66666666667
Preta,F,< 23,,,1,12,G2,5,2200,,,,,,PPI,,,440
Branca,M,< 23,,,1,12,G3,3,3300,541.2,564.4,563,506.1,380,Branca,,543.675,1100
Branca,M,< 23,,,1,5,G4,4,3300,475,430.4,566.3,536.4,660,Branca,,502.025,825
Branca,M,31-50,,,1,12,G3,5,2750,,,,,,Branca,,,550
Branca,F,> 50,,,1,2,NS,1,22000,661.6,593.4,638.8,604.9,460,Branca,,624.675,22000
Parda,M,24-30,,,1,12,G4,6,6600,757.7,517.2,653,540.6,720,PPI,,617.125,1100
Parda,F,< 23,,,3,12,G4,4,5500,527.5,586,565.4,579.2,600,PPI,Privada,564.525,1375
Branca,F,< 23,,,1,5,NS,2,1650,,,,,,Branca,,,825
Parda,M,< 23,3522208,Privada,3,17,G3,3,8800,576.9,605.7,570.9,567.6,640,PPI,Privada,580.275,2933.33333333333
Parda,M,< 23,3513504,Privada,2,17,G4,5,16500,505.8,548.1,574.9,504.6,580,PPI,Publica,533.35,3300
Branca,F,< 23,,,1,16,G5,4,13200,,,,,,Branca,,,3300
Preta,F,< 23,3550308,Estadual,2,12,G4,4,5500,545.5,428.9,402.7,419.2,520,PPI,Publica,449.075,1375
Branca,M,< 23,,,1,16,G3,4,3300,512.4,438.5,476.4,458.8,420,Branca,,471.525,825
Parda,M,< 23,,,1,9,G2,2,1100,,,,,,PPI,,,550
Parda,F,< 23,,,1,12,NS,3,1650,612.8,620.9,613.1,508.4,580,PPI,,588.8,550
Branca,M,< 23,3518404,Privada,3,12,G3,3,2750,473.4,513.1,535.3,500.6,640,Branca,Privada,505.6,916.666666666667
Parda,M,< 23,3507506,Estadual,2,12,G2,4,2750,659.1,543.6,590,511.8,760,PPI,Publica,576.125,687.5
Parda,M,< 23,3550308,Estadual,2,9,G3,4,2750,517.1,496,536.4,389,480,PPI,Publica,484.625,687.5
Parda,M,31-50,,,1,2,G3,4,3300,421.7,546.9,558,525.3,560,PPI,,512.975,825
Branca,M,< 23,3505708,Privada,3,17,G5,4,13200,775.3,640,682.7,703.6,840,Branca,Privada,700.4,3300
Branca,F,< 23,,,2,9,NS,4,1650,461.9,602.8,442.8,531,700,Branca,Publica,509.625,412.5
Preta,F,< 23,,,1,12,G5,4,16500,651.7,582.8,658.6,631.1,700,PPI,,631.05,4125
Parda,F,< 23,,,1,12,G3,3,2200,458.3,546.3,597.6,393.6,600,PPI,,498.95,733.333333333333
Parda,M,< 23,,,1,12,G4,4,5500,699.9,466,545.3,516.6,540,PPI,,556.95,1375
ND,M,24-30,,,1,5,G1,3,4400,,,,,,,,,1466.66666666667
Branca,F,< 23,3524402,Privada,3,12,G4,4,7700,666.1,605,582.2,551.2,740,Branca,Privada,601.125,1925
Amarela,F,< 23,,,1,12,G5,4,11000,768.1,601.3,639.1,648,940,Branca,,664.125,2750
Branca,F,< 23,,,1,9,G2,2,1100,422.7,518,547.6,550.8,920,Branca,,509.775,550
Parda,F,< 23,3541505,Estadual,2,12,G3,3,1100,443.7,484.9,517,470,560,PPI,Publica,478.9,366.666666666667
Branca,F,< 23,3550308,Privada,3,16,G5,2,11000,578.7,497.4,468.7,483.8,740,Branca,Privada,507.15,5500
Branca,M,< 23,,,1,12,G2,3,3300,509.2,517.9,584.2,421.5,580,Branca,,508.2,1100
Branca,M,< 23,3548807,Estadual,2,16,G4,4,22000,707,610.5,603.7,596.9,760,Branca,Publica,629.525,5500
Branca,M,< 23,,,1,2,G3,4,1650,,,,,,Branca,,,412.5
Parda,F,< 23,3554409,Estadual,2,2,NS,5,5500,,,,,,PPI,Publica,,1100
Branca,F,< 23,,,1,0,G2,6,2750,,,,,,Branca,,,458.333333333333
Parda,F,< 23,,,1,17,G5,3,8800,407.1,521.1,548.6,404.8,600,PPI,,470.4,2933.33333333333
Parda,F,< 23,3515152,Privada,3,17,NS,4,11000,621.7,529.1,505.6,566.8,620,PPI,Privada,555.8,2750
Branca,M,< 23,,,1,17,G5,2,22000,551.3,498.3,572.5,598,760,Branca,,555.025,11000
Branca,F,< 23,3543402,Privada,3,16,G4,4,2750,636.3,529,559.2,505.8,800,Branca,Privada,557.575,687.5
Branca,F,< 23,3550308,Privada,3,12,G5,3,30000,490.6,500,372.4,405.2,780,Branca,Privada,442.05,10000
Amarela,F,< 23,,,1,9,G4,3,5500,671.2,632.1,652,540.9,820,Branca,,624.05,1833.33333333333
Parda,M,24-30,,,1,16,NS,5,4400,676.1,504.5,523.1,636.3,920,PPI,,585,880
Branca,M,< 23,3550308,Privada,3,17,G4,5,30000,,,,,,Branca,Privada,,6000
Branca,M,< 23,,,1,17,G1,4,11000,559.7,653.8,770.5,655.9,880,Branca,,659.975,2750
Branca,F,< 23,3501152,Privada,2,12,NS,5,7700,485.8,555.2,614.1,481,760,Branca,Publica,534.025,1540
Branca,M,31-50,,,1,9,G3,3,22000,,,,,,Branca,,,7333.33333333333
Branca,M,< 23,,,1,16,G4,3,7700,750.6,632.4,681.5,658.8,900,Branca,,680.825,2566.66666666667
Branca,F,< 23,,,1,16,G5,5,30000,679.1,640.3,694.4,575.1,820,Branca,,647.225,6000
Branca,F,< 23,,,1,9,G2,3,1650,488.2,556,403.6,379.3,500,Branca,,456.775,550
Branca,M,< 23,3534401,Privada,3,12,G5,3,9900,708.4,615,657.3,581,580,Branca,Privada,640.425,3300
Branca,F,< 23,,,1,12,G4,3,1100,389.9,527.3,538.1,476.3,600,Branca,,482.9,366.666666666667
Branca,F,< 23,3550308,Estadual,2,12,G3,4,2200,455.4,516.8,517.2,461.3,720,Branca,Publica,487.675,550
Branca,M,< 23,,,2,12,G3,4,1100,662,574.2,616.1,565,740,Branca,Publica,604.325,275
Branca,F,31-50,,,1,2,G3,3,2200,617.9,570.3,526.5,448.2,620,Branca,,540.725,733.333333333333
Branca,M,< 23,,,1,12,G3,3,3300,,,,,,Branca,,,1100
Preta,F,< 23,,,1,16,G4,4,8800,,,,,,PPI,,,2200
Parda,M,24-30,,,1,2,G1,1,2750,544,410.7,554.4,397.2,680,PPI,,476.575,2750
Branca,M,< 23,,,1,2,G1,3,2750,608.3,505.5,572.6,508.2,580,Branca,,548.65,916.666666666667
Parda,M,< 23,,,2,12,G4,3,3300,433.2,420.1,496.5,481.5,600,PPI,Publica,457.825,1100
Branca,M,< 23,3525904,Privada,3,16,G5,5,2750,637.3,566.9,589.1,643.8,840,Branca,Privada,609.275,550
Amarela,F,< 23,3552205,Privada,3,12,G5,5,5500,460.7,502.7,511.9,372.2,900,Branca,Privada,461.875,1100
Parda,F,< 23,,,1,0,G1,4,1650,489.5,383.1,363.6,425.8,520,PPI,,415.5,412.5
Branca,M,< 23,,,1,12,G2,4,3300,615.1,649.2,642,577.8,600,Branca,,621.025,825
Parda,F,24-30,,,1,9,G3,5,1100,461.5,449,338.8,421.6,480,PPI,,417.725,220
Parda,M,31-50,,,1,9,G3,2,2200,,,,,,PPI,,,1100
Preta,F,< 23,,,1,12,G3,6,1650,,,,,,PPI,,,275
Branca,F,31-50,,,1,5,G3,3,1650,,,,,,Branca,,,550
Preta,F,24-30,,,1,12,NS,3,1100,362.3,535.2,521.4,437.7,420,PPI,,464.15,366.666666666667
Branca,F,< 23,,,1,0,G2,3,1100,,,,,,Branca,,,366.666666666667
Branca,F,< 23,3530607,Privada,3,17,G4,3,13200,,582.7,576.7,,820,Branca,Privada,,4400
Parda,M,< 23,3525904,Privada,3,16,G3,3,4400,487.6,403.6,422.5,424.5,420,PPI,Privada,434.55,1466.66666666667
Parda,F,< 23,,,1,12,NS,2,1100,435.7,446.7,443.8,447.2,480,PPI,,443.35,550
Branca,F,< 23,3541406,Estadual,2,12,NS,5,2200,417.9,503.4,508.2,435.3,520,Branca,Publica,466.2,440
Branca,M,24-30,,,1,16,NS,2,2200,702.6,556.1,611,582.5,760,Branca,,613.05,1100
Parda,M,24-30,,,1,2,G1,5,1650,,,,,,PPI,,,330
Branca,F,< 23,3550308,Privada,3,17,G4,3,11000,733.2,622.4,709.4,611.5,740,Branca,Privada,669.125,3666.66666666667
Branca,F,< 23,3550308,Privada,2,12,G4,4,2200,671.7,551.1,508.6,505.4,700,Branca,Publica,559.2,550
Branca,M,< 23,3556800,Estadual,2,9,G3,5,1650,,498.3,496.7,,500,Branca,Publica,,330
Branca,F,< 23,,,1,12,G3,5,2200,619.4,616.2,603.3,529.9,600,Branca,,592.2,440
Branca,F,< 23,3550308,Estadual,2,12,NS,2,1100,,,,,,Branca,Publica,,550
Branca,F,31-50,,,1,2,G1,6,3300,,,,,,Branca,,,550
Parda,F,< 23,,,1,0,G3,3,2750,,,,,,PPI,,,916.666666666667
Parda,F,< 23,,,1,9,G1,4,1100,,,,,,PPI,,,275
Branca,F,< 23,3554102,Municipal,2,5,G4,4,2200,,428.1,443.1,,580,Branca,Publica,,550
Branca,F,< 23,,,1,12,G4,3,1650,,,,,,Branca,,,550
Parda,F,< 23,,,2,12,G3,4,2200,607,558.8,593.1,522.3,840,PPI,Publica,570.3,550
Branca,F,< 23,,,1,12,G3,3,1100,462.1,533.6,419.2,489.7,700,Branca,,476.15,366.666666666667
Branca,F,31-50,,,1,2,G3,4,3300,385.5,460.6,483.9,401.8,440,Branca,,432.95,825
Parda,F,< 23,,,1,12,G2,4,2750,592.7,597.8,566.7,451.6,580,PPI,,552.2,687.5
Branca,M,< 23,,,1,12,G3,4,2200,,,,,,Branca,,,550
Branca,M,< 23,3525904,Privada,3,12,G5,4,9900,666.8,578.3,608.6,618.4,780,Branca,Privada,618.025,2475
Branca,M,< 23,,,2,12,G3,3,2200,546.4,564.3,637.3,453.9,680,Branca,Publica,550.475,733.333333333333
Preta,M,< 23,3550308,Estadual,2,5,G3,2,1100,,465.5,0,,0,PPI,Publica,,550
Branca,M,< 23,3529401,Privada,3,12,G4,3,6600,489.7,462.6,573.4,523.3,540,Branca,Privada,512.25,2200
Branca,F,< 23,,,3,17,G5,4,6600,,624.7,603.1,,700,Branca,Privada,,1650
Parda,M,< 23,,,2,17,G4,5,16500,484.7,501.8,505.8,420.7,560,PPI,Publica,478.25,3300
Branca,M,31-50,,,1,12,G3,3,4400,585.1,587.2,553.1,469.5,680,Branca,,548.725,1466.66666666667
Branca,F,< 23,3547809,Estadual,2,16,G2,5,2200,431.5,486.1,524.2,408.7,480,Branca,Publica,462.625,440
Preta,M,< 23,,,3,16,NS,4,3300,683.3,661,696.5,683.2,840,PPI,Privada,681,825
Parda,F,< 23,,,1,9,G3,3,2750,514,526.2,523.7,466.6,500,PPI,,507.625,916.666666666667
Branca,F,< 23,3524402,Estadual,2,12,G4,5,2200,405.2,464.8,350.2,407,580,Branca,Publica,406.8,440
Amarela,F,24-30,,,1,12,G2,2,2750,,,,,,Branca,,,1375
Preta,F,< 23,,,3,12,G5,4,5500,538.8,518.4,543.2,486.3,880,PPI,Privada,521.675,1375
Branca,F,< 23,3550308,Estadual,2,2,G2,4,4400,479.9,627.6,628.9,521.1,880,Branca,Publica,564.375,1100
Preta,F,24-30,,,1,16,G4,4,13200,,,,,,PPI,,,3300
Branca,F,< 23,3550308,Privada,3,12,G4,5,3300,778.6,661.4,720.4,645.4,900,Branca,Privada,701.45,660
ND,F,< 23,,,1,9,G3,2,1100,,,,,,,,,550
Branca,M,< 23,3506003,Privada,3,17,G5,4,16500,418.9,559.9,369.5,535.1,540,Branca,Privada,470.85,4125
Parda,F,< 23,,,1,12,G2,3,1100,,,,,,PPI,,,366.666666666667
Branca,F,< 23,,,1,2,G3,3,4400,462.3,510.7,604.8,449.7,680,Branca,,506.875,1466.66666666667
Branca,M,< 23,,,2,12,G2,4,1650,587.3,535,459.1,510.4,620,Branca,Publica,522.95,412.5
Branca,F,< 23,3550704,Estadual,2,12,G4,4,3300,396.3,359.6,405.3,389.3,460,Branca,Publica,387.625,825
Parda,F,< 23,3550308,Estadual,2,16,G3,4,3300,394.9,539,479.2,403.8,540,PPI,Publica,454.225,825
Preta,F,24-30,,,1,2,G2,2,1100,628.8,521,360.4,503.6,500,PPI,,503.45,550
Branca,M,< 23,,,1,12,G3,3,2750,502.7,560.5,590.1,547.8,620,Branca,,550.275,916.666666666667
Parda,M,< 23,,,1,5,G3,3,1100,472.3,387.2,492.2,413.7,660,PPI,,441.35,366.666666666667
Branca,M,< 23,3548708,Estadual,2,,G3,5,7700,709.6,514.9,536.5,494.6,720,Branca,Publica,563.9,1540
Branca,F,24-30,,,1,9,G1,2,2200,524.5,544.4,486.8,504.2,760,Branca,,514.975,1100
Branca,M,< 23,3505708,Estadual,2,12,G4,5,2200,637.7,534.9,546.5,599.8,500,Branca,Publica,579.725,440
Parda,M,31-50,,,1,12,G1,5,3300,,,,,,PPI,,,660
Parda,F,31-50,,,1,2,NS,4,1650,,,,,,PPI,,,412.5
Parda,F,< 23,3505500,Estadual,2,12,G4,4,2200,454.1,474.4,474.2,396.4,540,PPI,Publica,449.775,550
Preta,F,24-30,,,1,0,G1,2,1100,,,,,,PPI,,,550
Parda,F,31-50,,,1,9,NS,3,1100,,,,,,PPI,,,366.666666666667
Branca,M,< 23,,,1,16,G5,4,1650,643.1,542.6,509.1,539.1,580,Branca,,558.475,412.5
Branca,M,< 23,,,1,12,G3,3,1650,,,,,,Branca,,,550
Branca,F,< 23,,,1,9,G2,3,1650,,,,,,Branca,,,550
Branca,F,< 23,,,1,9,G4,3,1650,416.4,412.2,471.9,496.8,560,Branca,,449.325,550
Amarela,M,< 23,,,1,16,G1,3,30000,882,692.3,726.1,766.4,580,Branca,,766.7,10000
Preta,M,31-50,,,1,2,G4,1,1650,,,,,,PPI,,,1650
Parda,F,< 23,,,1,16,G4,4,1650,,,,,,PPI,,,412.5
Branca,F,< 23,3550308,Estadual,2,9,G3,2,1100,480.8,453.4,478.2,502,560,Branca,Publica,478.6,550
Branca,F,24-30,,,1,16,NS,3,1100,,,,,,Branca,,,366.666666666667
Branca,F,< 23,,,1,5,G2,4,3300,,,,,,Branca,,,825
Parda,M,< 23,,,1,16,G3,6,5500,,,,,,PPI,,,916.666666666667
Branca,M,< 23,3533908,Privada,3,17,G2,3,5500,762.3,663.4,732.2,704.9,840,Branca,Privada,715.7,1833.33333333333
Branca,F,24-30,,,1,,NS,2,11000,732,640.7,695.1,558.6,940,Branca,,656.6,5500
Branca,F,> 50,,,1,0,G1,2,1650,545.8,548.2,613.1,508.2,500,Branca,,553.825,825
Branca,M,< 23,3550308,Privada,3,,NS,4,2750,610.6,549.7,501.6,567.3,600,Branca,Privada,557.3,687.5
Branca,M,31-50,,,1,0,G3,3,1650,628.4,508.5,524.9,531.8,560,Branca,,548.4,550
Parda,F,< 23,,,2,9,G3,5,1650,,487.1,469.4,,500,PPI,Publica,,330
Parda,F,< 23,3550308,Privada,3,17,G4,4,4400,660.2,391.9,518.3,444.8,820,PPI,Privada,503.8,1100
Branca,F,< 23,3550308,Privada,3,17,G5,4,22000,552.3,469.7,404.7,585.3,720,Branca,Privada,503,5500
Branca,F,< 23,,,3,12,G4,5,4400,666.4,521.7,576.4,475.9,560,Branca,Privada,560.1,880
Branca,M,< 23,3552809,Privada,2,12,G3,4,1100,,599.5,592.2,,840,Branca,Publica,,275
Branca,F,< 23,,,1,17,G4,4,1650,,,,,,Branca,,,412.5
Preta,F,31-50,,,1,2,G1,4,1100,460.4,533.8,559.7,454.8,620,PPI,,502.175,275
Branca,F,< 23,,,2,12,G4,5,2200,495,594.6,616.9,583.2,580,Branca,Publica,572.425,440
Branca,F,< 23,3516408,Estadual,2,12,G4,2,2200,676.9,622.9,650.9,615.4,880,Branca,Publica,641.525,1100
Branca,F,< 23,,,1,16,G2,5,3300,635.9,536.2,543.2,485.2,700,Branca,,550.125,660
Preta,F,31-50,,,1,5,G3,2,1100,455.2,464.8,471.3,381.3,480,PPI,,443.15,550
Parda,M,< 23,,,2,12,G3,5,1650,540.9,511.4,637.2,552.7,560,PPI,Publica,560.55,330
Branca,M,< 23,3550308,Estadual,2,12,G4,4,4400,420.5,521.6,464.3,420.2,680,Branca,Publica,456.65,1100
Preta,F,31-50,,,1,12,G2,2,0,,,,,,PPI,,,0
Branca,F,< 23,,,2,2,G3,3,1650,577.4,479.6,576.6,443.8,660,Branca,Publica,519.35,550
Amarela,F,< 23,,,1,17,G5,5,16500,844.5,635.7,692.4,705.8,920,Branca,,719.6,3300
Branca,F,< 23,,,1,12,G2,5,2750,444.7,391.5,354.9,439.1,0,Branca,,407.55,550
Parda,F,> 50,,,1,2,G1,4,1650,,,,,,PPI,,,412.5
Branca,M,31-50,,,1,12,G4,3,2200,516.6,630.5,684.7,625.3,580,Branca,,614.275,733.333333333333
Branca,M,< 23,3503208,Federal,2,5,G4,4,3300,530.9,441.7,477,444.6,580,Branca,Publica,473.55,825
Branca,M,< 23,,,1,9,G3,5,3300,425.9,560.3,484.4,477.1,600,Branca,,486.925,660
Parda,F,< 23,,,1,12,G3,4,1650,,,,,,PPI,,,412.5
Branca,F,< 23,,,1,12,G3,4,2200,510.3,524.9,523,424.2,720,Branca,,495.6,550
Parda,M,< 23,,,3,12,G4,3,3300,427.9,384.9,436.5,393.1,560,PPI,Privada,410.6,1100
Parda,F,< 23,,,1,17,G4,4,6600,565.1,557.3,487.6,554.6,700,PPI,,541.15,1650
Branca,M,< 23,3543402,Privada,2,16,G4,5,4400,689.3,585.2,575.6,511.7,660,Branca,Publica,590.45,880
Parda,F,< 23,,,3,9,G3,3,2200,631.6,539.5,589.1,529.5,800,PPI,Privada,572.425,733.333333333333
Branca,F,< 23,3529401,Estadual,2,9,G2,3,1650,,,,,,Branca,Publica,,550
Amarela,M,< 23,3550308,Federal,2,12,G3,2,2200,702.6,596.8,600.4,547.1,640,Branca,Publica,611.725,1100
Parda,M,31-50,,,1,9,G2,3,2200,,408.8,361.6,,0,PPI,,,733.333333333333
Branca,M,< 23,,,1,12,NS,2,2200,,,,,,Branca,,,1100
Branca,M,< 23,,,2,17,G3,3,4400,480.6,533.5,477.6,453.5,560,Branca,Publica,486.3,1466.66666666667
Branca,F,< 23,,,1,17,G4,2,4400,737.3,675.7,676.1,666.8,900,Branca,,688.975,2200
Parda,F,31-50,,,1,9,G3,3,1100,,,,,,PPI,,,366.666666666667
Branca,F,< 23,,,1,5,G3,3,4400,609.8,539.8,570.7,507.1,680,Branca,,556.85,1466.66666666667
Parda,F,< 23,,,2,2,G2,2,1100,,,,,,PPI,Publica,,550
Parda,F,< 23,3552502,Privada,3,12,G2,5,2750,593,600.2,602.5,573.5,900,PPI,Privada,592.3,550
Preta,M,24-30,,,1,5,G2,5,1650,427.7,333.3,489.1,485.1,480,PPI,,433.8,330
Parda,M,< 23,3548906,Privada,2,12,G3,3,6600,726.9,565,563.3,600.4,880,PPI,Publica,613.9,2200
Branca,M,< 23,3503307,Privada,3,16,G5,4,22000,704.6,551.8,610.4,631.7,700,Branca,Privada,624.625,5500
Amarela,M,< 23,,,1,12,G3,3,1650,442,385.4,435.7,347.4,320,Branca,,402.625,550
Parda,F,< 23,,,1,12,NS,4,1650,,,,,,PPI,,,412.5
Branca,F,< 23,3548807,Estadual,2,12,G4,5,1650,529.2,551.4,493.8,407.6,0,Branca,Publica,495.5,330
Branca,M,< 23,3518701,Privada,2,12,G4,5,2200,387.7,455.4,405.5,412.1,340,Branca,Publica,415.175,440
Parda,F,< 23,,,1,5,G3,2,1100,473.7,331.2,379.7,430.3,360,PPI,,403.725,550
ND,F,< 23,3501608,Estadual,2,12,NS,3,1100,,,,,,,Publica,,366.666666666667
Branca,M,< 23,3538709,Privada,3,16,G5,4,11000,701.6,585.1,625.9,658.6,760,Branca,Privada,642.8,2750
Parda,F,< 23,3504503,Estadual,2,2,G3,3,2200,542.6,513,424.1,465.9,480,PPI,Publica,486.4,733.333333333333
Branca,M,< 23,3527207,Privada,3,16,G3,3,13200,392.1,434.2,564.6,450.9,900,Branca,Privada,460.45,4400
Branca,M,< 23,,,1,16,G5,4,16500,819.6,648,701.9,671.5,960,Branca,,710.25,4125
Parda,M,< 23,,,1,17,NS,3,2750,549.3,553.7,572.9,412.8,540,PPI,,522.175,916.666666666667
Branca,M,< 23,3552205,Privada,3,17,G4,6,16500,713.9,584,563,541,680,Branca,Privada,600.475,2750
Preta,M,24-30,,,1,17,G2,2,2200,518.1,595.9,690.3,516.2,480,PPI,,580.125,1100
Branca,M,< 23,3550308,Privada,3,12,G4,3,8800,475.8,486.3,577.9,570.8,620,Branca,Privada,527.7,2933.33333333333
Branca,F,31-50,,,1,12,G5,2,0,,,,,,Branca,,,0
Parda,M,< 23,,,1,16,G2,4,1100,,,,,,PPI,,,275
Parda,M,< 23,,,1,5,G3,5,1650,616.7,543.5,652.6,563.1,880,PPI,,593.975,330
Branca,M,< 23,,,1,16,G5,4,16500,862.2,736.2,811,765.6,840,Branca,,793.75,4125
Branca,M,< 23,,,1,16,G4,3,7700,769.1,597.5,681.7,507.7,820,Branca,,639,2566.66666666667
Parda,F,24-30,,,1,5,G1,1,1100,409.1,471.1,497.3,367.2,420,PPI,,436.175,1100
Branca,M,< 23,,,1,16,G3,4,7700,668.2,509.8,594.1,539.1,600,Branca,,577.8,1925
Branca,F,< 23,3506508,Estadual,2,12,G4,4,4400,428.5,480.4,447.6,415.9,620,Branca,Publica,443.1,1100
Parda,M,< 23,,,1,16,G3,5,5500,514.8,516.8,414.2,479.6,360,PPI,,481.35,1100
Parda,F,24-30,,,1,2,G3,4,2200,,,,,,PPI,,,550
Branca,M,< 23,3547809,Privada,3,16,G4,4,5500,612.8,534.5,617.3,547.7,600,Branca,Privada,578.075,1375
Branca,F,< 23,,,3,16,G4,4,13200,551.2,471.5,508.5,398.8,680,Branca,Privada,482.5,3300
Branca,F,< 23,,,2,17,G3,5,2750,501.3,470.2,452.5,425.5,500,Branca,Publica,462.375,550
Branca,F,< 23,3556206,Privada,3,12,G3,2,5500,682.9,623.1,626,504,740,Branca,Privada,609,2750
Branca,M,< 23,3511102,Privada,3,16,G4,3,11000,,,,,,Branca,Privada,,3666.66666666667
Parda,M,< 23,,,1,17,G4,4,3300,,,,,,PPI,,,825
Parda,F,< 23,,,1,12,G2,4,1100,,,,,,PPI,,,275
Branca,F,< 23,,,1,16,G5,3,4400,,,,,,Branca,,,1466.66666666667
Parda,F,< 23,,,1,9,G3,4,4400,527.6,446.2,457.1,409,660,PPI,,459.975,1100
Parda,M,> 50,,,1,9,G4,3,1650,,,,,,PPI,,,550
Branca,F,< 23,,,1,5,G4,3,3300,459,642.1,620.4,463.6,700,Branca,,546.275,1100
Branca,F,24-30,,,1,2,G3,3,1650,,,,,,Branca,,,550
Preta,M,< 23,3548708,Estadual,2,0,G2,3,1650,,,,,,PPI,Publica,,550
Branca,F,< 23,,,1,12,G4,4,1100,783.1,642.5,647.3,630.1,860,Branca,,675.75,275
Parda,F,< 23,,,1,2,G2,3,1650,413.1,418.6,404,483.3,580,PPI,,429.75,550
Branca,M,< 23,,,2,2,NS,4,1650,,,,,,Branca,Publica,,412.5
Parda,M,< 23,3522208,Estadual,2,9,G2,4,1100,454.6,494.7,399.9,493.1,520,PPI,Publica,460.575,275
Parda,F,< 23,,,1,12,G4,3,2750,,,,,,PPI,,,916.666666666667
Branca,M,< 23,3549904,Estadual,2,12,G3,6,5500,532.8,495.5,565.9,546.4,560,Branca,Publica,535.15,916.666666666667
Branca,M,< 23,,,1,12,G3,4,4400,,489.6,426.8,,540,Branca,,,1100
Branca,M,24-30,,,1,16,G5,5,13200,714.9,655.8,718.1,676.8,800,Branca,,691.4,2640
Branca,F,24-30,,,1,9,G2,5,2750,,,,,,Branca,,,550
Parda,F,< 23,,,1,9,G3,4,2200,,,,,,PPI,,,550
Parda,M,< 23,,,1,2,NS,2,1100,632.6,573.1,565.2,561.7,680,PPI,,583.15,550
Branca,M,< 23,3550308,Estadual,2,12,NS,4,0,,516.6,394,,400,Branca,Publica,,0
Branca,F,< 23,,,3,16,G5,4,22000,539.1,556.3,611.5,496.4,920,Branca,Privada,550.825,5500
Branca,F,< 23,,,1,12,G4,2,2200,444.3,486.3,585.2,429.7,860,Branca,,486.375,1100
Parda,F,< 23,3550308,Estadual,2,12,NS,4,2200,410.6,526.9,537.1,475.3,560,PPI,Publica,487.475,550
Branca,M,< 23,,,1,16,G5,4,5500,672.6,411.2,530.8,571.7,780,Branca,,546.575,1375
Branca,M,< 23,,,1,12,G3,4,5500,479.2,590,581.3,496.4,780,Branca,,536.725,1375
Branca,F,24-30,,,1,12,G4,3,5500,,,,,,Branca,,,1833.33333333333
Parda,F,< 23,,,1,12,G4,3,4400,476.9,517.2,619,400.3,580,PPI,,503.35,1466.66666666667
Branca,M,< 23,,,1,16,G5,4,5500,686.2,641.3,606.8,501.7,660,Branca,,609,1375
Branca,F,< 23,3556206,Estadual,2,12,G2,2,2200,596.3,536.6,560.6,526.8,640,Branca,Publica,555.075,1100
Branca,F,< 23,3548708,Estadual,2,9,G3,4,1100,,507.5,457.6,,640,Branca,Publica,,275
Preta,M,< 23,,,1,2,G2,2,1650,,,,,,PPI,,,825
Preta,F,24-30,,,1,5,G4,3,1100,,,,,,PPI,,,366.666666666667
Branca,F,< 23,3550308,Estadual,2,2,G3,3,2200,665.6,436.5,448,576.9,840,Branca,Publica,531.75,733.333333333333
Preta,M,< 23,,,1,5,G2,3,1100,,,,,,PPI,,,366.666666666667
Parda,M,< 23,,,1,12,NS,2,0,,,,,,PPI,,,0
Branca,F,< 23,,,1,9,NS,3,1100,,,,,,Branca,,,366.666666666667
Parda,M,24-30,,,1,2,G2,3,6600,653.1,678.7,734.4,569.4,780,PPI,,658.9,2200
Preta,F,< 23,,,1,9,G2,5,4400,,,,,,PPI,,,880
Branca,F,< 23,3547809,Privada,3,16,G2,3,9900,624.5,598.6,592.2,527.6,640,Branca,Privada,585.725,3300
Parda,F,31-50,,,1,17,G4,4,2750,394.3,462.2,489.8,458.3,600,PPI,,451.15,687.5
Branca,M,< 23,3550308,Estadual,2,12,G3,4,2750,593.3,568.3,562.2,461.2,580,Branca,Publica,546.25,687.5
Branca,M,< 23,,,1,16,G5,4,11000,738.2,616.9,648.5,640.4,860,Branca,,661,2750
Branca,F,< 23,3543402,Privada,2,12,G3,2,7700,645.4,622.3,613.8,623.6,840,Branca,Publica,626.275,3850
Branca,F,24-30,,,1,5,G2,2,2750,,,,,,Branca,,,1375
Preta,F,31-50,,,1,5,G2,5,1650,419.7,469.5,481.9,460.7,440,PPI,,457.95,330
Parda,F,24-30,3548500,Estadual,2,2,G2,3,2200,,,,,,PPI,Publica,,733.333333333333
